"Step","colu - train/loss","colu - train/loss__MIN","colu - train/loss__MAX","relu - train/loss","relu - train/loss__MIN","relu - train/loss__MAX"
"34","0.15481781959533691","0.15481781959533691","0.15481781959533691","0.15612831711769104","0.15612831711769104","0.15612831711769104"
"35","0.1559590846300125","0.1559590846300125","0.1559590846300125","0.15707488358020782","0.15707488358020782","0.15707488358020782"
"36","0.15431919693946838","0.15431919693946838","0.15431919693946838","0.1552625149488449","0.1552625149488449","0.1552625149488449"
"37","0.1549133062362671","0.1549133062362671","0.1549133062362671","0.15579406917095184","0.15579406917095184","0.15579406917095184"
"38","0.15401211380958557","0.15401211380958557","0.15401211380958557","0.1550157368183136","0.1550157368183136","0.1550157368183136"
"39","0.15521341562271118","0.15521341562271118","0.15521341562271118","0.15614432096481323","0.15614432096481323","0.15614432096481323"
"40","0.15433770418167114","0.15433770418167114","0.15433770418167114","0.1553388386964798","0.1553388386964798","0.1553388386964798"
"41","0.1547532081604004","0.1547532081604004","0.1547532081604004","0.15551596879959106","0.15551596879959106","0.15551596879959106"
"42","0.1534350961446762","0.1534350961446762","0.1534350961446762","0.1542745977640152","0.1542745977640152","0.1542745977640152"
"44","0.15600022673606873","0.15600022673606873","0.15600022673606873","0.15660426020622253","0.15660426020622253","0.15660426020622253"
"45","0.15403372049331665","0.15403372049331665","0.15403372049331665","0.1548626571893692","0.1548626571893692","0.1548626571893692"
"46","0.15521273016929626","0.15521273016929626","0.15521273016929626","0.1556721180677414","0.1556721180677414","0.1556721180677414"
"47","0.15450024604797363","0.15450024604797363","0.15450024604797363","0.15530775487422943","0.15530775487422943","0.15530775487422943"
"48","0.15241052210330963","0.15241052210330963","0.15241052210330963","0.15325701236724854","0.15325701236724854","0.15325701236724854"
"49","0.15334466099739075","0.15334466099739075","0.15334466099739075","0.1537655144929886","0.1537655144929886","0.1537655144929886"
"50","0.15312328934669495","0.15312328934669495","0.15312328934669495","0.1536875069141388","0.1536875069141388","0.1536875069141388"
"51","0.15501677989959717","0.15501677989959717","0.15501677989959717","0.15552403032779694","0.15552403032779694","0.15552403032779694"
"52","0.15343596041202545","0.15343596041202545","0.15343596041202545","0.1541476547718048","0.1541476547718048","0.1541476547718048"
"53","0.152555450797081","0.152555450797081","0.152555450797081","0.15291938185691833","0.15291938185691833","0.15291938185691833"
"55","0.15237152576446533","0.15237152576446533","0.15237152576446533","0.15303701162338257","0.15303701162338257","0.15303701162338257"
"56","0.15046270191669464","0.15046270191669464","0.15046270191669464","0.15081150829792023","0.15081150829792023","0.15081150829792023"
"57","0.1543101817369461","0.1543101817369461","0.1543101817369461","0.15455745160579681","0.15455745160579681","0.15455745160579681"
"58","0.15332141518592834","0.15332141518592834","0.15332141518592834","0.15388166904449463","0.15388166904449463","0.15388166904449463"
"59","0.15300989151000977","0.15300989151000977","0.15300989151000977","0.15364788472652435","0.15364788472652435","0.15364788472652435"
"60","0.15201511979103088","0.15201511979103088","0.15201511979103088","0.1523827761411667","0.1523827761411667","0.1523827761411667"
"61","0.15122750401496887","0.15122750401496887","0.15122750401496887","0.1516890525817871","0.1516890525817871","0.1516890525817871"
"62","0.15224504470825195","0.15224504470825195","0.15224504470825195","0.15254785120487213","0.15254785120487213","0.15254785120487213"
"63","0.15387265384197235","0.15387265384197235","0.15387265384197235","0.15417757630348206","0.15417757630348206","0.15417757630348206"
"64","0.15200155973434448","0.15200155973434448","0.15200155973434448","0.15224455296993256","0.15224455296993256","0.15224455296993256"
"66","0.152849480509758","0.152849480509758","0.152849480509758","0.1532313972711563","0.1532313972711563","0.1532313972711563"
"67","0.15258769690990448","0.15258769690990448","0.15258769690990448","0.1531396061182022","0.1531396061182022","0.1531396061182022"
"68","0.15198594331741333","0.15198594331741333","0.15198594331741333","0.15239621698856354","0.15239621698856354","0.15239621698856354"
"69","0.15353792905807495","0.15353792905807495","0.15353792905807495","0.15383540093898773","0.15383540093898773","0.15383540093898773"
"70","0.15149521827697754","0.15149521827697754","0.15149521827697754","0.15193887054920197","0.15193887054920197","0.15193887054920197"
"71","0.14954186975955963","0.14954186975955963","0.14954186975955963","0.14966373145580292","0.14966373145580292","0.14966373145580292"
"72","0.152058407664299","0.152058407664299","0.152058407664299","0.15240398049354553","0.15240398049354553","0.15240398049354553"
"73","0.15014193952083588","0.15014193952083588","0.15014193952083588","0.15042738616466522","0.15042738616466522","0.15042738616466522"
"74","0.14915812015533447","0.14915812015533447","0.14915812015533447","0.1494995653629303","0.1494995653629303","0.1494995653629303"
"75","0.1522824913263321","0.1522824913263321","0.1522824913263321","0.15239955484867096","0.15239955484867096","0.15239955484867096"
"77","0.15237490832805634","0.15237490832805634","0.15237490832805634","0.1527288556098938","0.1527288556098938","0.1527288556098938"
"78","0.15177616477012634","0.15177616477012634","0.15177616477012634","0.15182605385780334","0.15182605385780334","0.15182605385780334"
"79","0.1531134843826294","0.1531134843826294","0.1531134843826294","0.15336407721042633","0.15336407721042633","0.15336407721042633"
"80","0.15078788995742798","0.15078788995742798","0.15078788995742798","0.15119804441928864","0.15119804441928864","0.15119804441928864"
"81","0.15081875026226044","0.15081875026226044","0.15081875026226044","0.15099965035915375","0.15099965035915375","0.15099965035915375"
"82","0.1525404155254364","0.1525404155254364","0.1525404155254364","0.15262958407402039","0.15262958407402039","0.15262958407402039"
"83","0.15050652623176575","0.15050652623176575","0.15050652623176575","0.15087154507637024","0.15087154507637024","0.15087154507637024"
"84","0.15089087188243866","0.15089087188243866","0.15089087188243866","0.15099115669727325","0.15099115669727325","0.15099115669727325"
"85","0.1524416208267212","0.1524416208267212","0.1524416208267212","0.15275976061820984","0.15275976061820984","0.15275976061820984"
"86","0.1509726196527481","0.1509726196527481","0.1509726196527481","0.15113410353660583","0.15113410353660583","0.15113410353660583"
"88","0.15103283524513245","0.15103283524513245","0.15103283524513245","0.15143580734729767","0.15143580734729767","0.15143580734729767"
"89","0.15161992609500885","0.15161992609500885","0.15161992609500885","0.15179291367530823","0.15179291367530823","0.15179291367530823"
"90","0.15106803178787231","0.15106803178787231","0.15106803178787231","0.15140682458877563","0.15140682458877563","0.15140682458877563"
"91","0.1518610119819641","0.1518610119819641","0.1518610119819641","0.15203338861465454","0.15203338861465454","0.15203338861465454"
"92","0.15126250684261322","0.15126250684261322","0.15126250684261322","0.15163573622703552","0.15163573622703552","0.15163573622703552"
"93","0.15092627704143524","0.15092627704143524","0.15092627704143524","0.15112552046775818","0.15112552046775818","0.15112552046775818"
"94","0.14942695200443268","0.14942695200443268","0.14942695200443268","0.14962215721607208","0.14962215721607208","0.14962215721607208"
"95","0.15174059569835663","0.15174059569835663","0.15174059569835663","0.15182068943977356","0.15182068943977356","0.15182068943977356"
"96","0.1494494378566742","0.1494494378566742","0.1494494378566742","0.14985795319080353","0.14985795319080353","0.14985795319080353"
"97","0.15315960347652435","0.15315960347652435","0.15315960347652435","0.15320654213428497","0.15320654213428497","0.15320654213428497"
"99","0.14941519498825073","0.14941519498825073","0.14941519498825073","0.1495540738105774","0.1495540738105774","0.1495540738105774"
"100","0.15055516362190247","0.15055516362190247","0.15055516362190247","0.15086661279201508","0.15086661279201508","0.15086661279201508"
"101","0.15001288056373596","0.15001288056373596","0.15001288056373596","0.15040315687656403","0.15040315687656403","0.15040315687656403"
"102","0.15058740973472595","0.15058740973472595","0.15058740973472595","0.15087373554706573","0.15087373554706573","0.15087373554706573"
"103","0.15039466321468353","0.15039466321468353","0.15039466321468353","0.15049861371517181","0.15049861371517181","0.15049861371517181"
"104","0.15050329267978668","0.15050329267978668","0.15050329267978668","0.15072673559188843","0.15072673559188843","0.15072673559188843"
"105","0.14999578893184662","0.14999578893184662","0.14999578893184662","0.15019841492176056","0.15019841492176056","0.15019841492176056"
"106","0.14903727173805237","0.14903727173805237","0.14903727173805237","0.14914783835411072","0.14914783835411072","0.14914783835411072"
"107","0.1495746672153473","0.1495746672153473","0.1495746672153473","0.1498575359582901","0.1498575359582901","0.1498575359582901"
"108","0.15182332694530487","0.15182332694530487","0.15182332694530487","0.15202495455741882","0.15202495455741882","0.15202495455741882"
"110","0.14997313916683197","0.14997313916683197","0.14997313916683197","0.14998479187488556","0.14998479187488556","0.14998479187488556"
"111","0.15067240595817566","0.15067240595817566","0.15067240595817566","0.1507260501384735","0.1507260501384735","0.1507260501384735"
"112","0.15009264647960663","0.15009264647960663","0.15009264647960663","0.15035498142242432","0.15035498142242432","0.15035498142242432"
"113","0.15107867121696472","0.15107867121696472","0.15107867121696472","0.15111082792282104","0.15111082792282104","0.15111082792282104"
"114","0.15075378119945526","0.15075378119945526","0.15075378119945526","0.15097789466381073","0.15097789466381073","0.15097789466381073"
"115","0.15033763647079468","0.15033763647079468","0.15033763647079468","0.15062794089317322","0.15062794089317322","0.15062794089317322"
"116","0.14982357621192932","0.14982357621192932","0.14982357621192932","0.14996294677257538","0.14996294677257538","0.14996294677257538"
"117","0.1488695591688156","0.1488695591688156","0.1488695591688156","0.149067223072052","0.149067223072052","0.149067223072052"
"118","0.14888757467269897","0.14888757467269897","0.14888757467269897","0.14902549982070923","0.14902549982070923","0.14902549982070923"
"119","0.15080402791500092","0.15080402791500092","0.15080402791500092","0.1510385274887085","0.1510385274887085","0.1510385274887085"
"121","0.14927200973033905","0.14927200973033905","0.14927200973033905","0.1493440568447113","0.1493440568447113","0.1493440568447113"
"122","0.1510191112756729","0.1510191112756729","0.1510191112756729","0.1511656492948532","0.1511656492948532","0.1511656492948532"
"123","0.1494705080986023","0.1494705080986023","0.1494705080986023","0.1494918167591095","0.1494918167591095","0.1494918167591095"
"124","0.14996854960918427","0.14996854960918427","0.14996854960918427","0.15001064538955688","0.15001064538955688","0.15001064538955688"
"125","0.1501571387052536","0.1501571387052536","0.1501571387052536","0.15054024755954742","0.15054024755954742","0.15054024755954742"
"126","0.15033429861068726","0.15033429861068726","0.15033429861068726","0.15038713812828064","0.15038713812828064","0.15038713812828064"
"127","0.15060658752918243","0.15060658752918243","0.15060658752918243","0.15061835944652557","0.15061835944652557","0.15061835944652557"
"128","0.14863567054271698","0.14863567054271698","0.14863567054271698","0.14879031479358673","0.14879031479358673","0.14879031479358673"
"129","0.14873118698596954","0.14873118698596954","0.14873118698596954","0.14901384711265564","0.14901384711265564","0.14901384711265564"
"130","0.15004533529281616","0.15004533529281616","0.15004533529281616","0.1502939909696579","0.1502939909696579","0.1502939909696579"
"132","0.15076951682567596","0.15076951682567596","0.15076951682567596","0.15071621537208557","0.15071621537208557","0.15071621537208557"
"133","0.14793115854263306","0.14793115854263306","0.14793115854263306","0.14812780916690826","0.14812780916690826","0.14812780916690826"
"134","0.14898386597633362","0.14898386597633362","0.14898386597633362","0.149242103099823","0.149242103099823","0.149242103099823"
"135","0.15001049637794495","0.15001049637794495","0.15001049637794495","0.14994655549526215","0.14994655549526215","0.14994655549526215"
"136","0.14810320734977722","0.14810320734977722","0.14810320734977722","0.1483573317527771","0.1483573317527771","0.1483573317527771"
"137","0.14977025985717773","0.14977025985717773","0.14977025985717773","0.14999251067638397","0.14999251067638397","0.14999251067638397"
"138","0.14909617602825165","0.14909617602825165","0.14909617602825165","0.14914198219776154","0.14914198219776154","0.14914198219776154"
"139","0.15000903606414795","0.15000903606414795","0.15000903606414795","0.15024033188819885","0.15024033188819885","0.15024033188819885"
"140","0.14948004484176636","0.14948004484176636","0.14948004484176636","0.1496860831975937","0.1496860831975937","0.1496860831975937"
"141","0.15064409375190735","0.15064409375190735","0.15064409375190735","0.15075936913490295","0.15075936913490295","0.15075936913490295"
"143","0.14923638105392456","0.14923638105392456","0.14923638105392456","0.14949174225330353","0.14949174225330353","0.14949174225330353"
"144","0.1505003124475479","0.1505003124475479","0.1505003124475479","0.1503281444311142","0.1503281444311142","0.1503281444311142"
"145","0.14896254241466522","0.14896254241466522","0.14896254241466522","0.14909547567367554","0.14909547567367554","0.14909547567367554"
"146","0.14883074164390564","0.14883074164390564","0.14883074164390564","0.14893928170204163","0.14893928170204163","0.14893928170204163"
"147","0.14909154176712036","0.14909154176712036","0.14909154176712036","0.149138942360878","0.149138942360878","0.149138942360878"
"148","0.14846573770046234","0.14846573770046234","0.14846573770046234","0.14860603213310242","0.14860603213310242","0.14860603213310242"
"149","0.14834628999233246","0.14834628999233246","0.14834628999233246","0.1486101746559143","0.1486101746559143","0.1486101746559143"
"150","0.14894244074821472","0.14894244074821472","0.14894244074821472","0.14906112849712372","0.14906112849712372","0.14906112849712372"
"151","0.14829255640506744","0.14829255640506744","0.14829255640506744","0.14827951788902283","0.14827951788902283","0.14827951788902283"
"152","0.1506926715373993","0.1506926715373993","0.1506926715373993","0.15079297125339508","0.15079297125339508","0.15079297125339508"
"154","0.14761517941951752","0.14761517941951752","0.14761517941951752","0.14772653579711914","0.14772653579711914","0.14772653579711914"
"155","0.14867381751537323","0.14867381751537323","0.14867381751537323","0.14875654876232147","0.14875654876232147","0.14875654876232147"
"156","0.14765982329845428","0.14765982329845428","0.14765982329845428","0.14784149825572968","0.14784149825572968","0.14784149825572968"
"157","0.15148517489433289","0.15148517489433289","0.15148517489433289","0.1515752375125885","0.1515752375125885","0.1515752375125885"
"158","0.1485474705696106","0.1485474705696106","0.1485474705696106","0.14876101911067963","0.14876101911067963","0.14876101911067963"
"159","0.14880557358264923","0.14880557358264923","0.14880557358264923","0.14892695844173431","0.14892695844173431","0.14892695844173431"
"160","0.14923542737960815","0.14923542737960815","0.14923542737960815","0.1494462639093399","0.1494462639093399","0.1494462639093399"
"161","0.14888745546340942","0.14888745546340942","0.14888745546340942","0.14902739226818085","0.14902739226818085","0.14902739226818085"
"162","0.14733508229255676","0.14733508229255676","0.14733508229255676","0.14748515188694","0.14748515188694","0.14748515188694"
"163","0.1485767811536789","0.1485767811536789","0.1485767811536789","0.1489490270614624","0.1489490270614624","0.1489490270614624"
"165","0.15042071044445038","0.15042071044445038","0.15042071044445038","0.1505305916070938","0.1505305916070938","0.1505305916070938"
"166","0.14986005425453186","0.14986005425453186","0.14986005425453186","0.14980614185333252","0.14980614185333252","0.14980614185333252"
"167","0.1481514871120453","0.1481514871120453","0.1481514871120453","0.14831574261188507","0.14831574261188507","0.14831574261188507"
"168","0.14826269447803497","0.14826269447803497","0.14826269447803497","0.14839708805084229","0.14839708805084229","0.14839708805084229"
"169","0.14980611205101013","0.14980611205101013","0.14980611205101013","0.1498003900051117","0.1498003900051117","0.1498003900051117"
"170","0.14882728457450867","0.14882728457450867","0.14882728457450867","0.148972749710083","0.148972749710083","0.148972749710083"
"171","0.14814895391464233","0.14814895391464233","0.14814895391464233","0.14831630885601044","0.14831630885601044","0.14831630885601044"
"172","0.14823932945728302","0.14823932945728302","0.14823932945728302","0.14845022559165955","0.14845022559165955","0.14845022559165955"
"173","0.15019245445728302","0.15019245445728302","0.15019245445728302","0.15030637383460999","0.15030637383460999","0.15030637383460999"
"174","0.1485428363084793","0.1485428363084793","0.1485428363084793","0.1486298143863678","0.1486298143863678","0.1486298143863678"
"176","0.14890934526920319","0.14890934526920319","0.14890934526920319","0.1488976627588272","0.1488976627588272","0.1488976627588272"
"177","0.14876657724380493","0.14876657724380493","0.14876657724380493","0.14883247017860413","0.14883247017860413","0.14883247017860413"
"178","0.15011373162269592","0.15011373162269592","0.15011373162269592","0.14994868636131287","0.14994868636131287","0.14994868636131287"
"179","0.14951439201831818","0.14951439201831818","0.14951439201831818","0.14965426921844482","0.14965426921844482","0.14965426921844482"
"180","0.14879710972309113","0.14879710972309113","0.14879710972309113","0.1489410549402237","0.1489410549402237","0.1489410549402237"
"181","0.14820174872875214","0.14820174872875214","0.14820174872875214","0.1482972800731659","0.1482972800731659","0.1482972800731659"
"182","0.1497560441493988","0.1497560441493988","0.1497560441493988","0.14985518157482147","0.14985518157482147","0.14985518157482147"
"183","0.147971510887146","0.147971510887146","0.147971510887146","0.14805284142494202","0.14805284142494202","0.14805284142494202"
"184","0.1481507569551468","0.1481507569551468","0.1481507569551468","0.1483316719532013","0.1483316719532013","0.1483316719532013"
"185","0.1484035849571228","0.1484035849571228","0.1484035849571228","0.14836791157722473","0.14836791157722473","0.14836791157722473"
"187","0.14784473180770874","0.14784473180770874","0.14784473180770874","0.1479956954717636","0.1479956954717636","0.1479956954717636"
"188","0.147567018866539","0.147567018866539","0.147567018866539","0.14774034917354584","0.14774034917354584","0.14774034917354584"
"189","0.14921870827674866","0.14921870827674866","0.14921870827674866","0.14940562844276428","0.14940562844276428","0.14940562844276428"
"190","0.1483931541442871","0.1483931541442871","0.1483931541442871","0.14846935868263245","0.14846935868263245","0.14846935868263245"
"191","0.14934127032756805","0.14934127032756805","0.14934127032756805","0.14943213760852814","0.14943213760852814","0.14943213760852814"
"192","0.14869281649589539","0.14869281649589539","0.14869281649589539","0.1488187164068222","0.1488187164068222","0.1488187164068222"
"193","0.14834657311439514","0.14834657311439514","0.14834657311439514","0.14842937886714935","0.14842937886714935","0.14842937886714935"
"194","0.14763247966766357","0.14763247966766357","0.14763247966766357","0.14779524505138397","0.14779524505138397","0.14779524505138397"
"195","0.1492425799369812","0.1492425799369812","0.1492425799369812","0.14922995865345","0.14922995865345","0.14922995865345"
"196","0.14940662682056427","0.14940662682056427","0.14940662682056427","0.14948011934757233","0.14948011934757233","0.14948011934757233"
"198","0.1470542550086975","0.1470542550086975","0.1470542550086975","0.14724506437778473","0.14724506437778473","0.14724506437778473"
"199","0.14887243509292603","0.14887243509292603","0.14887243509292603","0.14901970326900482","0.14901970326900482","0.14901970326900482"
"200","0.14727210998535156","0.14727210998535156","0.14727210998535156","0.14722223579883575","0.14722223579883575","0.14722223579883575"
"201","0.14838837087154388","0.14838837087154388","0.14838837087154388","0.14855754375457764","0.14855754375457764","0.14855754375457764"
"202","0.14779645204544067","0.14779645204544067","0.14779645204544067","0.14786148071289062","0.14786148071289062","0.14786148071289062"
"203","0.14835849404335022","0.14835849404335022","0.14835849404335022","0.1482396125793457","0.1482396125793457","0.1482396125793457"
"204","0.14650073647499084","0.14650073647499084","0.14650073647499084","0.14666424691677094","0.14666424691677094","0.14666424691677094"
"205","0.14637015759944916","0.14637015759944916","0.14637015759944916","0.14675457775592804","0.14675457775592804","0.14675457775592804"
"206","0.14825096726417542","0.14825096726417542","0.14825096726417542","0.1482515186071396","0.1482515186071396","0.1482515186071396"
"207","0.1478148102760315","0.1478148102760315","0.1478148102760315","0.14784932136535645","0.14784932136535645","0.14784932136535645"
"209","0.149414524435997","0.149414524435997","0.149414524435997","0.1492469608783722","0.1492469608783722","0.1492469608783722"
"210","0.147136390209198","0.147136390209198","0.147136390209198","0.14725229144096375","0.14725229144096375","0.14725229144096375"
"211","0.14860519766807556","0.14860519766807556","0.14860519766807556","0.14858120679855347","0.14858120679855347","0.14858120679855347"
"212","0.1460990011692047","0.1460990011692047","0.1460990011692047","0.1462404876947403","0.1462404876947403","0.1462404876947403"
"213","0.1471138894557953","0.1471138894557953","0.1471138894557953","0.14725156128406525","0.14725156128406525","0.14725156128406525"
"214","0.14789995551109314","0.14789995551109314","0.14789995551109314","0.14786989986896515","0.14786989986896515","0.14786989986896515"
"215","0.1472053974866867","0.1472053974866867","0.1472053974866867","0.14732414484024048","0.14732414484024048","0.14732414484024048"
"216","0.1488794982433319","0.1488794982433319","0.1488794982433319","0.14889614284038544","0.14889614284038544","0.14889614284038544"
"217","0.14801336824893951","0.14801336824893951","0.14801336824893951","0.14812174439430237","0.14812174439430237","0.14812174439430237"
"218","0.14742429554462433","0.14742429554462433","0.14742429554462433","0.14749027788639069","0.14749027788639069","0.14749027788639069"
"220","0.14798475801944733","0.14798475801944733","0.14798475801944733","0.14788734912872314","0.14788734912872314","0.14788734912872314"
"221","0.14617134630680084","0.14617134630680084","0.14617134630680084","0.14627572894096375","0.14627572894096375","0.14627572894096375"
"222","0.1483657956123352","0.1483657956123352","0.1483657956123352","0.14845335483551025","0.14845335483551025","0.14845335483551025"
"223","0.14774225652217865","0.14774225652217865","0.14774225652217865","0.14787496626377106","0.14787496626377106","0.14787496626377106"
"224","0.1468321830034256","0.1468321830034256","0.1468321830034256","0.14688242971897125","0.14688242971897125","0.14688242971897125"
"225","0.14830327033996582","0.14830327033996582","0.14830327033996582","0.14856912195682526","0.14856912195682526","0.14856912195682526"
"226","0.14894619584083557","0.14894619584083557","0.14894619584083557","0.1489550620317459","0.1489550620317459","0.1489550620317459"
"227","0.14974288642406464","0.14974288642406464","0.14974288642406464","0.14990279078483582","0.14990279078483582","0.14990279078483582"
"228","0.14954859018325806","0.14954859018325806","0.14954859018325806","0.14961540699005127","0.14961540699005127","0.14961540699005127"
"229","0.14665578305721283","0.14665578305721283","0.14665578305721283","0.14686010777950287","0.14686010777950287","0.14686010777950287"
"231","0.1477436125278473","0.1477436125278473","0.1477436125278473","0.1477242112159729","0.1477242112159729","0.1477242112159729"
"232","0.14712592959403992","0.14712592959403992","0.14712592959403992","0.14726020395755768","0.14726020395755768","0.14726020395755768"
"233","0.1471651792526245","0.1471651792526245","0.1471651792526245","0.14723269641399384","0.14723269641399384","0.14723269641399384"
"234","0.14710316061973572","0.14710316061973572","0.14710316061973572","0.1471528708934784","0.1471528708934784","0.1471528708934784"
"235","0.14732308685779572","0.14732308685779572","0.14732308685779572","0.14740563929080963","0.14740563929080963","0.14740563929080963"
"236","0.14787468314170837","0.14787468314170837","0.14787468314170837","0.1480078250169754","0.1480078250169754","0.1480078250169754"
"237","0.14706255495548248","0.14706255495548248","0.14706255495548248","0.1471630036830902","0.1471630036830902","0.1471630036830902"
"238","0.14752830564975739","0.14752830564975739","0.14752830564975739","0.14743320643901825","0.14743320643901825","0.14743320643901825"
"239","0.14746664464473724","0.14746664464473724","0.14746664464473724","0.1474941521883011","0.1474941521883011","0.1474941521883011"
"240","0.14770689606666565","0.14770689606666565","0.14770689606666565","0.14768312871456146","0.14768312871456146","0.14768312871456146"
"242","0.14869090914726257","0.14869090914726257","0.14869090914726257","0.14880672097206116","0.14880672097206116","0.14880672097206116"
"243","0.14773041009902954","0.14773041009902954","0.14773041009902954","0.14779309928417206","0.14779309928417206","0.14779309928417206"
"244","0.1480848640203476","0.1480848640203476","0.1480848640203476","0.1482454091310501","0.1482454091310501","0.1482454091310501"
"245","0.14777573943138123","0.14777573943138123","0.14777573943138123","0.1478620171546936","0.1478620171546936","0.1478620171546936"
"246","0.14896637201309204","0.14896637201309204","0.14896637201309204","0.14912094175815582","0.14912094175815582","0.14912094175815582"
"247","0.14899322390556335","0.14899322390556335","0.14899322390556335","0.14914225041866302","0.14914225041866302","0.14914225041866302"
"248","0.14838548004627228","0.14838548004627228","0.14838548004627228","0.14839895069599152","0.14839895069599152","0.14839895069599152"
"249","0.1473837047815323","0.1473837047815323","0.1473837047815323","0.14738495647907257","0.14738495647907257","0.14738495647907257"
"250","0.14646442234516144","0.14646442234516144","0.14646442234516144","0.146468386054039","0.146468386054039","0.146468386054039"
"251","0.14897039532661438","0.14897039532661438","0.14897039532661438","0.14903433620929718","0.14903433620929718","0.14903433620929718"
"253","0.14696763455867767","0.14696763455867767","0.14696763455867767","0.14707182347774506","0.14707182347774506","0.14707182347774506"
"254","0.14664126932621002","0.14664126932621002","0.14664126932621002","0.14673088490962982","0.14673088490962982","0.14673088490962982"
"255","0.1485978364944458","0.1485978364944458","0.1485978364944458","0.1486538052558899","0.1486538052558899","0.1486538052558899"
"256","0.14838361740112305","0.14838361740112305","0.14838361740112305","0.14850066602230072","0.14850066602230072","0.14850066602230072"
"257","0.1466851383447647","0.1466851383447647","0.1466851383447647","0.14684635400772095","0.14684635400772095","0.14684635400772095"
"258","0.14752773940563202","0.14752773940563202","0.14752773940563202","0.14753028750419617","0.14753028750419617","0.14753028750419617"
"259","0.14856375753879547","0.14856375753879547","0.14856375753879547","0.14855791628360748","0.14855791628360748","0.14855791628360748"
"260","0.1466975212097168","0.1466975212097168","0.1466975212097168","0.14679473638534546","0.14679473638534546","0.14679473638534546"
"261","0.14851735532283783","0.14851735532283783","0.14851735532283783","0.14853103458881378","0.14853103458881378","0.14853103458881378"
