"Step","oxford_flowers102-colu-conv2d - train/loss","oxford_flowers102-colu-conv2d - train/loss__MIN","oxford_flowers102-colu-conv2d - train/loss__MAX","oxford_flowers102-relu-conv2d - train/loss","oxford_flowers102-relu-conv2d - train/loss__MIN","oxford_flowers102-relu-conv2d - train/loss__MAX"
"36","0.04721478000283241","0.04721478000283241","0.04721478000283241","0.047389477491378784","0.047389477491378784","0.047389477491378784"
"37","0.0465003065764904","0.0465003065764904","0.0465003065764904","0.04680156335234642","0.04680156335234642","0.04680156335234642"
"38","0.047826703637838364","0.047826703637838364","0.047826703637838364","0.04810667037963867","0.04810667037963867","0.04810667037963867"
"39","0.04626939445734024","0.04626939445734024","0.04626939445734024","0.046606965363025665","0.046606965363025665","0.046606965363025665"
"40","0.046459782868623734","0.046459782868623734","0.046459782868623734","0.04670143127441406","0.04670143127441406","0.04670143127441406"
"41","0.046606775373220444","0.046606775373220444","0.046606775373220444","0.04658925160765648","0.04658925160765648","0.04658925160765648"
"42","0.04680483415722847","0.04680483415722847","0.04680483415722847","0.04716683551669121","0.04716683551669121","0.04716683551669121"
"44","0.04558292403817177","0.04558292403817177","0.04558292403817177","0.045550160109996796","0.045550160109996796","0.045550160109996796"
"45","0.04598801210522652","0.04598801210522652","0.04598801210522652","0.04625749960541725","0.04625749960541725","0.04625749960541725"
"46","0.046370670199394226","0.046370670199394226","0.046370670199394226","0.04653820022940636","0.04653820022940636","0.04653820022940636"
"47","0.044407300651073456","0.044407300651073456","0.044407300651073456","0.04482435807585716","0.04482435807585716","0.04482435807585716"
"48","0.04667367413640022","0.04667367413640022","0.04667367413640022","0.046951282769441605","0.046951282769441605","0.046951282769441605"
"49","0.047465596348047256","0.047465596348047256","0.047465596348047256","0.04781746864318848","0.04781746864318848","0.04781746864318848"
"50","0.04612535983324051","0.04612535983324051","0.04612535983324051","0.04627836123108864","0.04627836123108864","0.04627836123108864"
"51","0.04626583680510521","0.04626583680510521","0.04626583680510521","0.04666520282626152","0.04666520282626152","0.04666520282626152"
"52","0.045644864439964294","0.045644864439964294","0.045644864439964294","0.04616716876626015","0.04616716876626015","0.04616716876626015"
"53","0.04565941169857979","0.04565941169857979","0.04565941169857979","0.045834410935640335","0.045834410935640335","0.045834410935640335"
"55","0.047171451151371","0.047171451151371","0.047171451151371","0.04729391634464264","0.04729391634464264","0.04729391634464264"
"56","0.04636438190937042","0.04636438190937042","0.04636438190937042","0.04696820303797722","0.04696820303797722","0.04696820303797722"
"57","0.045759811997413635","0.045759811997413635","0.045759811997413635","0.04593474417924881","0.04593474417924881","0.04593474417924881"
"58","0.04559973627328873","0.04559973627328873","0.04559973627328873","0.045691847801208496","0.045691847801208496","0.045691847801208496"
"59","0.045020874589681625","0.045020874589681625","0.045020874589681625","0.04531322792172432","0.04531322792172432","0.04531322792172432"
"60","0.04517488181591034","0.04517488181591034","0.04517488181591034","0.0455208383500576","0.0455208383500576","0.0455208383500576"
"61","0.04544028639793396","0.04544028639793396","0.04544028639793396","0.04573153331875801","0.04573153331875801","0.04573153331875801"
"62","0.044241178780794144","0.044241178780794144","0.044241178780794144","0.044512487947940826","0.044512487947940826","0.044512487947940826"
"63","0.04521167278289795","0.04521167278289795","0.04521167278289795","0.04558981582522392","0.04558981582522392","0.04558981582522392"
"64","0.044882841408252716","0.044882841408252716","0.044882841408252716","0.04523678123950958","0.04523678123950958","0.04523678123950958"
"66","0.04557560384273529","0.04557560384273529","0.04557560384273529","0.04597213864326477","0.04597213864326477","0.04597213864326477"
"67","0.04565659910440445","0.04565659910440445","0.04565659910440445","0.04609256610274315","0.04609256610274315","0.04609256610274315"
"68","0.04522565379738808","0.04522565379738808","0.04522565379738808","0.04572663828730583","0.04572663828730583","0.04572663828730583"
"69","0.045400381088256836","0.045400381088256836","0.045400381088256836","0.045753058046102524","0.045753058046102524","0.045753058046102524"
"70","0.044129785150289536","0.044129785150289536","0.044129785150289536","0.044702716171741486","0.044702716171741486","0.044702716171741486"
"71","0.045020632445812225","0.045020632445812225","0.045020632445812225","0.0455511175096035","0.0455511175096035","0.0455511175096035"
"72","0.04392546787858009","0.04392546787858009","0.04392546787858009","0.04425612837076187","0.04425612837076187","0.04425612837076187"
"73","0.04416472464799881","0.04416472464799881","0.04416472464799881","0.044713668525218964","0.044713668525218964","0.044713668525218964"
"74","0.04427160695195198","0.04427160695195198","0.04427160695195198","0.04477513208985329","0.04477513208985329","0.04477513208985329"
"75","0.04452334716916084","0.04452334716916084","0.04452334716916084","0.04497047886252403","0.04497047886252403","0.04497047886252403"
"77","0.04488116130232811","0.04488116130232811","0.04488116130232811","0.04537050426006317","0.04537050426006317","0.04537050426006317"
"78","0.04440117999911308","0.04440117999911308","0.04440117999911308","0.04499289393424988","0.04499289393424988","0.04499289393424988"
"79","0.04424736648797989","0.04424736648797989","0.04424736648797989","0.04483012855052948","0.04483012855052948","0.04483012855052948"
"80","0.04478486627340317","0.04478486627340317","0.04478486627340317","0.04530160501599312","0.04530160501599312","0.04530160501599312"
"81","0.043215055018663406","0.043215055018663406","0.043215055018663406","0.043759893625974655","0.043759893625974655","0.043759893625974655"
"82","0.045523323118686676","0.045523323118686676","0.045523323118686676","0.046144403517246246","0.046144403517246246","0.046144403517246246"
"83","0.04357031360268593","0.04357031360268593","0.04357031360268593","0.04415734112262726","0.04415734112262726","0.04415734112262726"
"84","0.044595297425985336","0.044595297425985336","0.044595297425985336","0.04549512267112732","0.04549512267112732","0.04549512267112732"
"85","0.044904083013534546","0.044904083013534546","0.044904083013534546","0.04558626189827919","0.04558626189827919","0.04558626189827919"
"86","0.043899089097976685","0.043899089097976685","0.043899089097976685","0.04464641585946083","0.04464641585946083","0.04464641585946083"
"88","0.04447678476572037","0.04447678476572037","0.04447678476572037","0.04508912190794945","0.04508912190794945","0.04508912190794945"
"89","0.044336505234241486","0.044336505234241486","0.044336505234241486","0.044876132160425186","0.044876132160425186","0.044876132160425186"
"90","0.044922519475221634","0.044922519475221634","0.044922519475221634","0.04574742913246155","0.04574742913246155","0.04574742913246155"
"91","0.04502983018755913","0.04502983018755913","0.04502983018755913","0.04592316970229149","0.04592316970229149","0.04592316970229149"
"92","0.044868141412734985","0.044868141412734985","0.044868141412734985","0.04568181186914444","0.04568181186914444","0.04568181186914444"
"93","0.0438409224152565","0.0438409224152565","0.0438409224152565","0.04477469623088837","0.04477469623088837","0.04477469623088837"
"94","0.044188275933265686","0.044188275933265686","0.044188275933265686","0.04517157003283501","0.04517157003283501","0.04517157003283501"
"95","0.042596761137247086","0.042596761137247086","0.042596761137247086","0.04339895397424698","0.04339895397424698","0.04339895397424698"
"96","0.04305392876267433","0.04305392876267433","0.04305392876267433","0.04418080300092697","0.04418080300092697","0.04418080300092697"
"97","0.04246692731976509","0.04246692731976509","0.04246692731976509","0.04358707740902901","0.04358707740902901","0.04358707740902901"
"99","0.04391781985759735","0.04391781985759735","0.04391781985759735","0.04511091858148575","0.04511091858148575","0.04511091858148575"
"100","0.04387301579117775","0.04387301579117775","0.04387301579117775","0.04507235065102577","0.04507235065102577","0.04507235065102577"
"101","0.04307185113430023","0.04307185113430023","0.04307185113430023","0.0444394126534462","0.0444394126534462","0.0444394126534462"
"102","0.04450138658285141","0.04450138658285141","0.04450138658285141","0.04583177715539932","0.04583177715539932","0.04583177715539932"
"103","0.043226003646850586","0.043226003646850586","0.043226003646850586","0.0444314107298851","0.0444314107298851","0.0444314107298851"
"104","0.04344180226325989","0.04344180226325989","0.04344180226325989","0.044939182698726654","0.044939182698726654","0.044939182698726654"
"105","0.04274897277355194","0.04274897277355194","0.04274897277355194","0.04419407993555069","0.04419407993555069","0.04419407993555069"
"106","0.04278397560119629","0.04278397560119629","0.04278397560119629","0.04412495717406273","0.04412495717406273","0.04412495717406273"
"107","0.043255772441625595","0.043255772441625595","0.043255772441625595","0.044783007353544235","0.044783007353544235","0.044783007353544235"
"108","0.04310163855552673","0.04310163855552673","0.04310163855552673","0.04460601508617401","0.04460601508617401","0.04460601508617401"
"110","0.04272564873099327","0.04272564873099327","0.04272564873099327","0.04433650150895119","0.04433650150895119","0.04433650150895119"
"111","0.042870912700891495","0.042870912700891495","0.042870912700891495","0.044387590140104294","0.044387590140104294","0.044387590140104294"
"112","0.04255380481481552","0.04255380481481552","0.04255380481481552","0.044201646000146866","0.044201646000146866","0.044201646000146866"
"113","0.041737187653779984","0.041737187653779984","0.041737187653779984","0.04340225085616112","0.04340225085616112","0.04340225085616112"
"114","0.04222534969449043","0.04222534969449043","0.04222534969449043","0.044035207480192184","0.044035207480192184","0.044035207480192184"
"115","0.04267578572034836","0.04267578572034836","0.04267578572034836","0.04444977268576622","0.04444977268576622","0.04444977268576622"
"116","0.04311404749751091","0.04311404749751091","0.04311404749751091","0.04476338252425194","0.04476338252425194","0.04476338252425194"
"117","0.04102935642004013","0.04102935642004013","0.04102935642004013","0.04285217449069023","0.04285217449069023","0.04285217449069023"
"118","0.04229817911982536","0.04229817911982536","0.04229817911982536","0.044330697506666183","0.044330697506666183","0.044330697506666183"
"119","0.04167419299483299","0.04167419299483299","0.04167419299483299","0.04365517571568489","0.04365517571568489","0.04365517571568489"
"121","0.04146737605333328","0.04146737605333328","0.04146737605333328","0.04337608814239502","0.04337608814239502","0.04337608814239502"
"122","0.040666613727808","0.040666613727808","0.040666613727808","0.04265788570046425","0.04265788570046425","0.04265788570046425"
"123","0.04155048355460167","0.04155048355460167","0.04155048355460167","0.043760962784290314","0.043760962784290314","0.043760962784290314"
"124","0.04092378541827202","0.04092378541827202","0.04092378541827202","0.043062400072813034","0.043062400072813034","0.043062400072813034"
"125","0.041442349553108215","0.041442349553108215","0.041442349553108215","0.04374534636735916","0.04374534636735916","0.04374534636735916"
"126","0.04113071411848068","0.04113071411848068","0.04113071411848068","0.04332955926656723","0.04332955926656723","0.04332955926656723"
"127","0.041599683463573456","0.041599683463573456","0.041599683463573456","0.04391307756304741","0.04391307756304741","0.04391307756304741"
"128","0.041200604289770126","0.041200604289770126","0.041200604289770126","0.04354485124349594","0.04354485124349594","0.04354485124349594"
"129","0.042227715253829956","0.042227715253829956","0.042227715253829956","0.04472228139638901","0.04472228139638901","0.04472228139638901"
"130","0.04183398187160492","0.04183398187160492","0.04183398187160492","0.044472403824329376","0.044472403824329376","0.044472403824329376"
"132","0.04076896235346794","0.04076896235346794","0.04076896235346794","0.043346621096134186","0.043346621096134186","0.043346621096134186"
"133","0.041293609887361526","0.041293609887361526","0.041293609887361526","0.04384129121899605","0.04384129121899605","0.04384129121899605"
"134","0.040951214730739594","0.040951214730739594","0.040951214730739594","0.04367958381772041","0.04367958381772041","0.04367958381772041"
"135","0.041502539068460464","0.041502539068460464","0.041502539068460464","0.04443822056055069","0.04443822056055069","0.04443822056055069"
"136","0.040372323244810104","0.040372323244810104","0.040372323244810104","0.043172165751457214","0.043172165751457214","0.043172165751457214"
"137","0.04071924090385437","0.04071924090385437","0.04071924090385437","0.04342059791088104","0.04342059791088104","0.04342059791088104"
"138","0.04057051241397858","0.04057051241397858","0.04057051241397858","0.04347214847803116","0.04347214847803116","0.04347214847803116"
"139","0.03954903036355972","0.03954903036355972","0.03954903036355972","0.04250410944223404","0.04250410944223404","0.04250410944223404"
"140","0.040038567036390305","0.040038567036390305","0.040038567036390305","0.04291834309697151","0.04291834309697151","0.04291834309697151"
"141","0.040273819118738174","0.040273819118738174","0.040273819118738174","0.04324056953191757","0.04324056953191757","0.04324056953191757"
"143","0.03970419242978096","0.03970419242978096","0.03970419242978096","0.04267081618309021","0.04267081618309021","0.04267081618309021"
"144","0.039385829120874405","0.039385829120874405","0.039385829120874405","0.042471133172512054","0.042471133172512054","0.042471133172512054"
"145","0.03989376872777939","0.03989376872777939","0.03989376872777939","0.043062806129455566","0.043062806129455566","0.043062806129455566"
"146","0.03969812020659447","0.03969812020659447","0.03969812020659447","0.04276059567928314","0.04276059567928314","0.04276059567928314"
"147","0.040404997766017914","0.040404997766017914","0.040404997766017914","0.04361729323863983","0.04361729323863983","0.04361729323863983"
"148","0.03900512680411339","0.03900512680411339","0.03900512680411339","0.04248197376728058","0.04248197376728058","0.04248197376728058"
"149","0.03876425698399544","0.03876425698399544","0.03876425698399544","0.04215504601597786","0.04215504601597786","0.04215504601597786"
"150","0.03957424312829971","0.03957424312829971","0.03957424312829971","0.04292945936322212","0.04292945936322212","0.04292945936322212"
"151","0.039088066667318344","0.039088066667318344","0.039088066667318344","0.042561519891023636","0.042561519891023636","0.042561519891023636"
"152","0.0392162911593914","0.0392162911593914","0.0392162911593914","0.042704083025455475","0.042704083025455475","0.042704083025455475"
"154","0.03876258432865143","0.03876258432865143","0.03876258432865143","0.042342983186244965","0.042342983186244965","0.042342983186244965"
"155","0.0385996475815773","0.0385996475815773","0.0385996475815773","0.04230523109436035","0.04230523109436035","0.04230523109436035"
"156","0.039152592420578","0.039152592420578","0.039152592420578","0.0427631177008152","0.0427631177008152","0.0427631177008152"
"157","0.038946181535720825","0.038946181535720825","0.038946181535720825","0.042527999728918076","0.042527999728918076","0.042527999728918076"
"158","0.03734661638736725","0.03734661638736725","0.03734661638736725","0.04082317277789116","0.04082317277789116","0.04082317277789116"
"159","0.03800337761640549","0.03800337761640549","0.03800337761640549","0.041675809770822525","0.041675809770822525","0.041675809770822525"
"160","0.037540365010499954","0.037540365010499954","0.037540365010499954","0.041238121688365936","0.041238121688365936","0.041238121688365936"
"161","0.037775784730911255","0.037775784730911255","0.037775784730911255","0.041458673775196075","0.041458673775196075","0.041458673775196075"
"162","0.03770182654261589","0.03770182654261589","0.03770182654261589","0.04147801920771599","0.04147801920771599","0.04147801920771599"
"163","0.03772939741611481","0.03772939741611481","0.03772939741611481","0.04173573851585388","0.04173573851585388","0.04173573851585388"
"165","0.038939621299505234","0.038939621299505234","0.038939621299505234","0.04281587898731232","0.04281587898731232","0.04281587898731232"
"166","0.03712291643023491","0.03712291643023491","0.03712291643023491","0.04100378602743149","0.04100378602743149","0.04100378602743149"
"167","0.03756464272737503","0.03756464272737503","0.03756464272737503","0.041516389697790146","0.041516389697790146","0.041516389697790146"
"168","0.03670684993267059","0.03670684993267059","0.03670684993267059","0.04065074026584625","0.04065074026584625","0.04065074026584625"
"169","0.037255093455314636","0.037255093455314636","0.037255093455314636","0.04151260852813721","0.04151260852813721","0.04151260852813721"
"170","0.03727337718009949","0.03727337718009949","0.03727337718009949","0.04137115180492401","0.04137115180492401","0.04137115180492401"
"171","0.03631545603275299","0.03631545603275299","0.03631545603275299","0.04039383307099342","0.04039383307099342","0.04039383307099342"
"172","0.036475080996751785","0.036475080996751785","0.036475080996751785","0.040679894387722015","0.040679894387722015","0.040679894387722015"
"173","0.037337418645620346","0.037337418645620346","0.037337418645620346","0.04162640869617462","0.04162640869617462","0.04162640869617462"
"174","0.037549737840890884","0.037549737840890884","0.037549737840890884","0.041859909892082214","0.041859909892082214","0.041859909892082214"
"176","0.03693576157093048","0.03693576157093048","0.03693576157093048","0.041341014206409454","0.041341014206409454","0.041341014206409454"
"177","0.036818232387304306","0.036818232387304306","0.036818232387304306","0.041038643568754196","0.041038643568754196","0.041038643568754196"
"178","0.03774658218026161","0.03774658218026161","0.03774658218026161","0.04218370094895363","0.04218370094895363","0.04218370094895363"
"179","0.0358995757997036","0.0358995757997036","0.0358995757997036","0.04029255732893944","0.04029255732893944","0.04029255732893944"
"180","0.03647927567362785","0.03647927567362785","0.03647927567362785","0.040929898619651794","0.040929898619651794","0.040929898619651794"
"181","0.0369461290538311","0.0369461290538311","0.0369461290538311","0.04148818925023079","0.04148818925023079","0.04148818925023079"
"182","0.03779437765479088","0.03779437765479088","0.03779437765479088","0.04222648963332176","0.04222648963332176","0.04222648963332176"
"183","0.0365593358874321","0.0365593358874321","0.0365593358874321","0.041164495050907135","0.041164495050907135","0.041164495050907135"
"184","0.036304257810115814","0.036304257810115814","0.036304257810115814","0.04101564735174179","0.04101564735174179","0.04101564735174179"
"185","0.035713132470846176","0.035713132470846176","0.035713132470846176","0.040339816361665726","0.040339816361665726","0.040339816361665726"
"187","0.036683887243270874","0.036683887243270874","0.036683887243270874","0.041456568986177444","0.041456568986177444","0.041456568986177444"
"188","0.03602657467126846","0.03602657467126846","0.03602657467126846","0.040740031749010086","0.040740031749010086","0.040740031749010086"
"189","0.03544836863875389","0.03544836863875389","0.03544836863875389","0.04043189436197281","0.04043189436197281","0.04043189436197281"
"190","0.03587697818875313","0.03587697818875313","0.03587697818875313","0.04037478566169739","0.04037478566169739","0.04037478566169739"
"191","0.03540830686688423","0.03540830686688423","0.03540830686688423","0.04013190418481827","0.04013190418481827","0.04013190418481827"
"192","0.03534196317195892","0.03534196317195892","0.03534196317195892","0.0403306782245636","0.0403306782245636","0.0403306782245636"
"193","0.03508845716714859","0.03508845716714859","0.03508845716714859","0.04026686027646065","0.04026686027646065","0.04026686027646065"
"194","0.0353274904191494","0.0353274904191494","0.0353274904191494","0.040234316140413284","0.040234316140413284","0.040234316140413284"
"195","0.03501352667808533","0.03501352667808533","0.03501352667808533","0.03994157537817955","0.03994157537817955","0.03994157537817955"
"196","0.03451758995652199","0.03451758995652199","0.03451758995652199","0.039601631462574005","0.039601631462574005","0.039601631462574005"
"198","0.034354716539382935","0.034354716539382935","0.034354716539382935","0.039165981113910675","0.039165981113910675","0.039165981113910675"
"199","0.03524558246135712","0.03524558246135712","0.03524558246135712","0.04047887399792671","0.04047887399792671","0.04047887399792671"
"200","0.03441132977604866","0.03441132977604866","0.03441132977604866","0.03961648792028427","0.03961648792028427","0.03961648792028427"
"201","0.035662997514009476","0.035662997514009476","0.035662997514009476","0.04094734787940979","0.04094734787940979","0.04094734787940979"
"202","0.03434513881802559","0.03434513881802559","0.03434513881802559","0.039344578981399536","0.039344578981399536","0.039344578981399536"
"203","0.034829724580049515","0.034829724580049515","0.034829724580049515","0.04003705456852913","0.04003705456852913","0.04003705456852913"
"204","0.03419777750968933","0.03419777750968933","0.03419777750968933","0.03890172392129898","0.03890172392129898","0.03890172392129898"
"205","0.033550769090652466","0.033550769090652466","0.033550769090652466","0.038608450442552567","0.038608450442552567","0.038608450442552567"
"206","0.033748824149370193","0.033748824149370193","0.033748824149370193","0.0389169417321682","0.0389169417321682","0.0389169417321682"
"207","0.03402116894721985","0.03402116894721985","0.03402116894721985","0.03903679922223091","0.03903679922223091","0.03903679922223091"
"209","0.03372933715581894","0.03372933715581894","0.03372933715581894","0.038885101675987244","0.038885101675987244","0.038885101675987244"
"210","0.03375525772571564","0.03375525772571564","0.03375525772571564","0.038724273443222046","0.038724273443222046","0.038724273443222046"
"211","0.035396747291088104","0.035396747291088104","0.035396747291088104","0.04087267071008682","0.04087267071008682","0.04087267071008682"
"212","0.03389841690659523","0.03389841690659523","0.03389841690659523","0.03931796923279762","0.03931796923279762","0.03931796923279762"
"213","0.03311539068818092","0.03311539068818092","0.03311539068818092","0.038360606878995895","0.038360606878995895","0.038360606878995895"
"214","0.033026017248630524","0.033026017248630524","0.033026017248630524","0.0384468175470829","0.0384468175470829","0.0384468175470829"
"215","0.034523047506809235","0.034523047506809235","0.034523047506809235","0.03986794874072075","0.03986794874072075","0.03986794874072075"
"216","0.03286539390683174","0.03286539390683174","0.03286539390683174","0.038168516010046005","0.038168516010046005","0.038168516010046005"
"217","0.03353862836956978","0.03353862836956978","0.03353862836956978","0.03898650407791138","0.03898650407791138","0.03898650407791138"
"218","0.03332667052745819","0.03332667052745819","0.03332667052745819","0.038354236632585526","0.038354236632585526","0.038354236632585526"
"220","0.03285875543951988","0.03285875543951988","0.03285875543951988","0.0382063165307045","0.0382063165307045","0.0382063165307045"
"221","0.034121036529541016","0.034121036529541016","0.034121036529541016","0.0397675521671772","0.0397675521671772","0.0397675521671772"
"222","0.03279850259423256","0.03279850259423256","0.03279850259423256","0.03828469663858414","0.03828469663858414","0.03828469663858414"
"223","0.03278905153274536","0.03278905153274536","0.03278905153274536","0.03802333027124405","0.03802333027124405","0.03802333027124405"
"224","0.03337926045060158","0.03337926045060158","0.03337926045060158","0.0388190858066082","0.0388190858066082","0.0388190858066082"
"225","0.032347675412893295","0.032347675412893295","0.032347675412893295","0.03797600418329239","0.03797600418329239","0.03797600418329239"
"226","0.031867362558841705","0.031867362558841705","0.031867362558841705","0.03725374490022659","0.03725374490022659","0.03725374490022659"
"227","0.03299971669912338","0.03299971669912338","0.03299971669912338","0.038611751049757004","0.038611751049757004","0.038611751049757004"
"228","0.03193084895610809","0.03193084895610809","0.03193084895610809","0.037531543523073196","0.037531543523073196","0.037531543523073196"
"229","0.03211543709039688","0.03211543709039688","0.03211543709039688","0.03782745450735092","0.03782745450735092","0.03782745450735092"
"231","0.03314259275794029","0.03314259275794029","0.03314259275794029","0.03865495324134827","0.03865495324134827","0.03865495324134827"
"232","0.03212500363588333","0.03212500363588333","0.03212500363588333","0.03784804046154022","0.03784804046154022","0.03784804046154022"
"233","0.03180873766541481","0.03180873766541481","0.03180873766541481","0.037653904408216476","0.037653904408216476","0.037653904408216476"
"234","0.0327574722468853","0.0327574722468853","0.0327574722468853","0.03862394019961357","0.03862394019961357","0.03862394019961357"
"235","0.032375518232584","0.032375518232584","0.032375518232584","0.038102369755506516","0.038102369755506516","0.038102369755506516"
"236","0.032165758311748505","0.032165758311748505","0.032165758311748505","0.03800712898373604","0.03800712898373604","0.03800712898373604"
"237","0.03136155381798744","0.03136155381798744","0.03136155381798744","0.03679222986102104","0.03679222986102104","0.03679222986102104"
"238","0.03138669580221176","0.03138669580221176","0.03138669580221176","0.0369340144097805","0.0369340144097805","0.0369340144097805"
"239","0.031603049486875534","0.031603049486875534","0.031603049486875534","0.037300072610378265","0.037300072610378265","0.037300072610378265"
"240","0.03177021071314812","0.03177021071314812","0.03177021071314812","0.0374075323343277","0.0374075323343277","0.0374075323343277"
"242","0.032141268253326416","0.032141268253326416","0.032141268253326416","0.038147807121276855","0.038147807121276855","0.038147807121276855"
"243","0.03133375570178032","0.03133375570178032","0.03133375570178032","0.03700469806790352","0.03700469806790352","0.03700469806790352"
"244","0.03076794184744358","0.03076794184744358","0.03076794184744358","0.03651876002550125","0.03651876002550125","0.03651876002550125"
"245","0.031082604080438614","0.031082604080438614","0.031082604080438614","0.03666144609451294","0.03666144609451294","0.03666144609451294"
"246","0.031591519713401794","0.031591519713401794","0.031591519713401794","0.03734731301665306","0.03734731301665306","0.03734731301665306"
"247","0.03132697194814682","0.03132697194814682","0.03132697194814682","0.03706490620970726","0.03706490620970726","0.03706490620970726"
"248","0.03040965646505356","0.03040965646505356","0.03040965646505356","0.036171071231365204","0.036171071231365204","0.036171071231365204"
"249","0.03141855075955391","0.03141855075955391","0.03141855075955391","0.03709385171532631","0.03709385171532631","0.03709385171532631"
"250","0.030823715031147003","0.030823715031147003","0.030823715031147003","0.03658178076148033","0.03658178076148033","0.03658178076148033"
"251","0.031189754605293274","0.031189754605293274","0.031189754605293274","0.03705541044473648","0.03705541044473648","0.03705541044473648"
"253","0.030630504712462425","0.030630504712462425","0.030630504712462425","0.03609282895922661","0.03609282895922661","0.03609282895922661"
"254","0.030536551028490067","0.030536551028490067","0.030536551028490067","0.036347609013319016","0.036347609013319016","0.036347609013319016"
"255","0.029963545501232147","0.029963545501232147","0.029963545501232147","0.035616207867860794","0.035616207867860794","0.035616207867860794"
"256","0.03123258426785469","0.03123258426785469","0.03123258426785469","0.03730592876672745","0.03730592876672745","0.03730592876672745"
"257","0.029700566083192825","0.029700566083192825","0.029700566083192825","0.03519567847251892","0.03519567847251892","0.03519567847251892"
"258","0.030266935005784035","0.030266935005784035","0.030266935005784035","0.036086954176425934","0.036086954176425934","0.036086954176425934"
